message,product_price,player,round,decision,new_offer
"Hi Bob, I'm excited to offer you a great deal on this amazing product! I think you'll really love it. I'm willing to sell it to you for $120.",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer Alice, but that's a bit steep for me. Would you consider $90?",90.0,Bob,2,,
,,Alice,2,RejectOffer,115.0
"I appreciate your interest in the product, Bob! I can see you're a savvy negotiator. I can do $110, but that's as low as I can go.",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"I understand you have a bottom line Alice, but I'm on a tight budget.  Could we meet in the middle at $100?",100.0,Bob,4,,
,,Alice,4,RejectOffer,110.0
"I'm glad we're close, Bob! I can see you're really interested in the product. I can meet you at $105, but that's the last time I can budge on the price.",105.0,Alice,5,,
,,Bob,5,AcceptOffer,
