alice_gain,bob_gain,message,player,round,decision
999999.0,1.0,"Let's be fair, but I want the lion's share. 😉",Alice,1,
,,,Bob,1,reject
600000.0,400000.0,"Let's split it 4:6, a decent compromise",Bob,2,
,,,Alice,2,reject
700000.0,300000.0,Let's meet in the middle. This is a fair split considering the inflation.,Alice,3,
,,,Bob,3,reject
400000.0,600000.0,"I'll take a bigger share this time, but still a fair split",Bob,4,
,,,Alice,4,reject
650000.0,350000.0,"I'm willing to compromise further, but this is my final offer. Let's end this game and split the money before it's too late.",Alice,5,
,,,Bob,5,reject
300000.0,700000.0,"I'm not budging, I want a bigger share to compensate for the inflation",Bob,6,
,,,Alice,6,reject
550000.0,450000.0,"This is getting ridiculous. I'm offering a more even split, but if you reject this, we're both going to lose a lot of money.",Alice,7,
,,,Bob,7,accept
