alice_gain,bob_gain,message,player,round,decision
90.0,10.0,"Let's start fair. Take 10, I'll take 90.",Alice,1,
,,,Bob,1,reject
30.0,70.0,Let's be reasonable. This offer benefits us both.,Bob,2,
,,,Alice,2,reject
80.0,20.0,"I'm willing to compromise, but I need a bigger share to make it worth my while. Let's split it 80/20.",Alice,3,
,,,Bob,3,reject
40.0,60.0,This is my final offer.  It's important we agree soon as the value decreases with each round.,Bob,4,
,,,Alice,4,reject
70.0,30.0,"I'm still willing to compromise, but I need a bigger share to make it worth my while.  Let's split it 70/30.  This is my final offer before the inflation gets too high.",Alice,5,
,,,Bob,5,accept
