alice_gain,bob_gain,player,round,decision
500000.0,500000.0,Alice,1,
,,Bob,1,reject
400000.0,600000.0,Bob,2,
,,Alice,2,reject
480000.0,520000.0,Alice,3,
,,Bob,3,reject
450000.0,550000.0,Bob,4,
,,Alice,4,reject
460800.0,539200.0,Alice,5,
,,Bob,5,reject
430000.0,570000.0,Bob,6,
,,Alice,6,reject
473280.0,526720.0,Alice,7,
,,Bob,7,reject
410000.0,590000.0,Bob,8,
,,Alice,8,reject
489600.0,510400.0,Alice,9,
,,Bob,9,reject
390000.0,610000.0,Bob,10,
,,Alice,10,reject
508800.0,491200.0,Alice,11,
,,Bob,11,reject
370000.0,630000.0,Bob,12,
,,Alice,12,accept
