message,product_price,player,round,decision,new_price
"Hi Bob, I have a great product that I think you'll be interested in. I'm willing to sell it to you for $150.",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but $150 is a bit out of my budget. I was thinking more along the lines of $120.",120.0,Bob,2,,
,,Alice,2,RejectOffer,140.0
"I understand you're looking for a better deal, Bob. I'm willing to meet you halfway, but I need to make a profit. I can do $135.",135.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me halfway, but $135 is still a bit steep for me. I'd be willing to go up to $125, but that's as high as I can go.",125.0,Bob,4,,
,,Alice,4,RejectOffer,130.0
"I'm trying to find a sweet spot for both of us, Bob. I can do $130, but I'm not sure I can go any lower than that.",130.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your flexibility, but $130 is still a bit too high for me. I'm willing to meet you in the middle at $127.50",127.5,Bob,6,,
,,Alice,6,RejectOffer,132.5
"I'm getting close to my minimum, Bob. I can do $132.50, but that's as low as I can go.",132.5,Alice,7,,
,,Bob,7,RejectOffer,
"I understand you're getting close to your minimum, but I'm still trying to save as much as I can. I'm willing to meet you at $129.50",129.5,Bob,8,,
,,Alice,8,RejectOffer,135.0
"I'm not willing to go any lower than $135, Bob. I'm starting to think you're not serious about buying the product at a fair price. I'm going to try one more time to meet you in the middle.",135.0,Alice,9,,
,,Bob,9,RejectOffer,
"I'm starting to think we're not going to come to an agreement at this price. I'm willing to make one final offer of $128, and that's as low as I'm willing to go. If you're not willing to meet me at this price, I'll have to consider buying from someone else.",128.0,Bob,10,,
,,Alice,10,RejectOffer,0.0
