message,product_price,player,round,decision,new_price
"Hi Bob, I'm excited to offer you this great product. I think you'll really like it. I'm willing to sell it to you for $150.",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, thanks for offering! That's a bit too high for my budget, though. Would you consider $100?",100.0,Bob,2,,
,,Alice,2,RejectOffer,135.0
"I understand you're looking for a good deal, Bob. I can do $125, but that's as low as I'm willing to go.",125.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate you working with me.  How about we split the difference and meet at $112?",112.0,Bob,4,,
,,Alice,4,RejectOffer,130.0
"I'm getting close to my minimum price, Bob. I can do $128, but that's as low as I'm willing to go. I really want to make a deal with you.",128.0,Alice,5,,
,,Bob,5,BuyFromJhon,
